systems_impacted,num_files_changed,deployment_hour,deployment_day,engineer_experience,historical_failures,dependency_count,rollback_required,test_coverage,change_type,change_failed
8,10,6,Thursday,10,1,8,1,79,Database,0
12,69,6,Sunday,1,0,11,1,48,Database,1
7,85,9,Wednesday,2,4,10,0,96,Application,1
7,3,16,Thursday,13,3,9,0,85,Application,0
8,83,13,Monday,2,3,1,1,83,Application,0
7,44,10,Monday,12,5,7,1,52,Application,1
5,99,19,Thursday,11,2,6,0,77,Network,0
7,70,5,Tuesday,5,3,0,1,70,Database,0
13,14,7,Tuesday,1,2,5,1,53,Infrastructure,1
14,4,18,Monday,13,4,5,0,70,Application,1
10,18,18,Friday,12,5,8,0,54,Infrastructure,1
3,93,23,Tuesday,10,1,11,0,73,Infrastructure,0
5,99,23,Thursday,8,4,9,1,89,Infrastructure,1
7,52,23,Monday,2,2,10,1,49,Network,1
9,38,16,Wednesday,6,2,7,0,96,Application,0
2,80,23,Wednesday,5,2,6,1,60,Infrastructure,0
4,20,23,Sunday,2,1,6,1,78,Infrastructure,0
12,88,17,Tuesday,10,5,4,0,93,Database,0
7,99,11,Friday,12,5,1,1,64,Application,0
1,44,8,Saturday,1,2,9,0,76,Network,0
13,51,22,Tuesday,6,4,11,0,79,Application,1
2,19,23,Friday,14,5,4,1,59,Application,1
9,68,15,Tuesday,6,1,0,1,84,Application,0
13,97,17,Wednesday,3,4,10,1,46,Application,1
10,66,15,Friday,13,1,9,0,96,Database,0
7,13,15,Wednesday,8,2,5,0,57,Infrastructure,0
12,62,3,Sunday,9,5,1,1,80,Database,0
10,61,22,Thursday,3,1,11,0,83,Network,1
7,30,21,Thursday,9,0,0,1,95,Infrastructure,0
6,98,6,Monday,8,4,0,1,65,Application,0
3,30,0,Wednesday,5,0,0,1,56,Database,0
10,51,23,Wednesday,6,0,3,1,81,Application,0
3,88,22,Sunday,12,2,11,0,46,Application,1
2,48,19,Monday,12,2,4,1,67,Network,0
11,33,0,Thursday,12,0,4,0,60,Infrastructure,0
6,74,7,Thursday,1,1,10,1,76,Network,0
4,82,22,Friday,5,2,0,0,62,Network,0
5,19,7,Friday,10,4,11,1,86,Infrastructure,1
3,71,9,Saturday,10,0,10,0,87,Network,0
6,57,0,Sunday,12,4,5,0,98,Infrastructure,0
11,19,20,Thursday,7,5,2,1,87,Network,1
12,88,20,Saturday,1,4,3,1,49,Database,1
3,79,13,Tuesday,10,4,4,0,85,Infrastructure,0
14,41,13,Wednesday,9,0,11,1,91,Application,1
14,42,9,Friday,13,3,3,0,56,Network,1
8,87,18,Tuesday,7,5,3,0,77,Network,0
9,52,15,Friday,4,2,9,0,40,Infrastructure,1
4,4,8,Monday,11,4,0,1,50,Network,0
9,4,19,Wednesday,4,0,1,0,72,Network,0
12,5,15,Saturday,11,3,1,0,70,Infrastructure,0
7,41,19,Saturday,10,0,1,0,83,Infrastructure,0
3,87,7,Friday,7,2,9,1,63,Network,0
7,61,6,Thursday,6,0,0,0,59,Infrastructure,0
14,75,10,Sunday,3,1,9,1,86,Network,1
1,55,20,Saturday,14,5,7,0,44,Network,0
3,75,5,Monday,9,1,0,1,81,Network,0
6,13,14,Monday,6,4,7,0,65,Application,1
4,14,18,Thursday,11,0,0,1,88,Infrastructure,0
7,60,13,Monday,2,0,9,1,81,Application,1
14,72,14,Sunday,10,4,2,1,46,Database,1
3,25,5,Wednesday,12,4,8,1,66,Database,0
1,82,23,Friday,2,5,7,1,57,Network,1
9,44,9,Monday,1,3,1,1,77,Application,0
6,82,13,Wednesday,11,0,3,0,70,Network,0
8,10,15,Thursday,5,2,7,1,48,Network,1
3,71,12,Friday,10,2,11,0,41,Network,1
8,50,10,Thursday,6,2,8,0,93,Network,0
2,44,2,Friday,3,4,6,1,99,Network,0
12,14,7,Sunday,4,4,0,0,83,Database,0
4,15,2,Monday,5,4,7,1,76,Infrastructure,0
3,16,1,Monday,4,2,11,0,86,Infrastructure,0
10,2,20,Friday,9,3,0,1,84,Infrastructure,0
1,30,13,Wednesday,12,5,8,0,100,Database,0
13,30,19,Wednesday,3,1,7,1,68,Application,1
13,82,20,Wednesday,5,0,3,1,73,Database,0
7,31,21,Tuesday,7,1,9,1,54,Database,0
11,77,14,Saturday,12,0,11,0,85,Application,0
10,20,2,Saturday,12,4,10,0,48,Network,1
2,49,0,Saturday,7,2,3,1,55,Network,0
4,35,14,Wednesday,14,1,3,1,41,Network,0
9,23,19,Monday,6,4,5,0,40,Application,0
6,97,21,Sunday,9,0,1,0,96,Database,0
8,99,1,Tuesday,7,5,3,0,48,Database,0
2,61,17,Wednesday,11,5,3,0,96,Application,0
7,84,0,Monday,4,1,7,0,95,Network,0
6,55,8,Tuesday,11,1,1,1,59,Application,0
13,67,2,Monday,10,1,7,1,85,Database,1
14,8,1,Friday,9,1,11,0,96,Infrastructure,1
9,40,3,Monday,6,1,9,0,41,Infrastructure,0
7,59,15,Tuesday,1,4,10,1,40,Infrastructure,1
1,32,21,Wednesday,9,0,1,1,99,Network,0
14,93,0,Saturday,11,0,8,0,49,Network,0
8,7,8,Tuesday,7,3,8,0,62,Network,0
11,2,7,Wednesday,6,2,5,0,93,Network,0
10,85,5,Wednesday,6,5,9,1,58,Application,1
3,6,19,Sunday,4,1,11,0,57,Infrastructure,0
14,92,17,Thursday,4,5,4,1,63,Infrastructure,1
2,36,15,Sunday,11,0,6,0,91,Network,0
12,32,7,Friday,3,2,7,0,61,Network,1
3,45,22,Thursday,8,2,7,1,59,Application,1
11,42,3,Saturday,8,4,2,0,100,Application,0
6,53,2,Tuesday,2,1,2,1,50,Application,0
13,9,14,Thursday,5,3,4,0,48,Infrastructure,0
14,75,5,Saturday,13,2,4,1,54,Infrastructure,1
3,87,0,Wednesday,9,4,1,1,99,Infrastructure,0
10,75,17,Tuesday,12,1,4,0,55,Infrastructure,0
5,49,22,Thursday,14,0,0,0,52,Application,0
6,2,10,Monday,9,3,10,1,92,Network,1
8,67,2,Saturday,7,1,6,0,45,Infrastructure,0
7,11,12,Saturday,14,4,10,1,64,Application,1
14,50,16,Friday,4,5,6,1,86,Network,1
11,35,17,Monday,4,4,0,0,54,Database,0
8,15,13,Tuesday,10,4,2,1,93,Network,0
3,75,6,Thursday,11,4,7,0,57,Database,0
4,31,6,Wednesday,7,4,10,0,82,Database,1
6,92,13,Thursday,3,3,8,1,72,Infrastructure,1
11,62,23,Sunday,3,2,2,1,53,Application,0
7,28,14,Tuesday,5,2,5,0,96,Network,0
9,96,11,Tuesday,11,0,5,1,73,Database,0
13,25,11,Tuesday,13,2,5,1,41,Application,1
1,84,7,Tuesday,6,4,4,0,59,Network,0
13,92,15,Sunday,8,2,5,0,97,Infrastructure,0
8,25,8,Saturday,1,5,5,0,81,Network,0
8,75,1,Thursday,7,5,9,1,55,Infrastructure,1
6,83,13,Monday,8,2,5,1,42,Network,0
4,92,23,Wednesday,5,4,7,0,85,Network,0
3,1,23,Wednesday,12,3,10,0,69,Database,1
11,59,15,Friday,10,4,5,0,62,Database,1
3,69,4,Saturday,2,2,11,0,78,Database,0
6,74,4,Tuesday,4,2,2,1,90,Infrastructure,0
13,42,19,Tuesday,6,0,6,1,90,Network,0
8,34,20,Tuesday,9,4,5,0,96,Network,0
7,66,17,Saturday,2,0,10,1,62,Infrastructure,0
11,18,17,Monday,4,0,8,1,90,Network,0
1,77,4,Tuesday,10,1,3,1,42,Database,0
11,5,10,Friday,5,5,0,0,52,Infrastructure,0
6,20,12,Friday,14,0,5,0,90,Infrastructure,0
7,66,2,Monday,8,5,8,1,96,Network,1
12,75,16,Saturday,8,2,7,0,85,Database,0
7,62,17,Tuesday,2,2,1,0,79,Network,0
9,94,13,Sunday,6,1,2,1,68,Network,0
11,96,11,Thursday,6,1,7,1,62,Infrastructure,1
11,32,13,Thursday,13,4,11,0,79,Infrastructure,1
10,58,17,Wednesday,14,1,10,1,56,Application,1
5,50,19,Monday,5,3,8,1,96,Network,0
1,38,1,Thursday,8,2,7,1,60,Application,0
2,55,6,Wednesday,10,2,9,0,68,Network,0
4,28,14,Friday,2,5,0,1,76,Application,0
5,74,9,Wednesday,14,1,2,1,44,Network,0
9,86,14,Tuesday,13,5,10,0,96,Infrastructure,1
11,81,16,Tuesday,2,1,7,0,60,Infrastructure,0
1,22,10,Friday,14,2,0,0,41,Application,0
3,43,1,Monday,7,1,11,0,93,Application,0
5,83,20,Saturday,9,4,6,1,62,Application,0
3,81,17,Tuesday,3,1,3,0,50,Database,0
4,88,3,Tuesday,7,1,11,0,54,Application,0
14,36,8,Wednesday,3,4,6,0,62,Application,1
3,96,16,Wednesday,12,4,3,1,46,Application,0
4,52,16,Wednesday,6,4,7,0,82,Database,0
14,36,16,Thursday,3,5,11,0,73,Database,1
13,28,15,Sunday,1,2,5,1,77,Network,1
13,78,19,Friday,6,1,9,1,80,Infrastructure,1
1,58,7,Monday,11,4,9,1,88,Application,0
12,36,22,Wednesday,3,4,7,1,90,Application,1
8,70,14,Monday,1,2,11,1,83,Infrastructure,1
4,9,0,Sunday,5,3,0,1,45,Network,0
7,21,18,Wednesday,8,1,8,1,55,Network,1
2,64,14,Tuesday,8,3,10,0,94,Application,0
2,76,8,Sunday,8,3,11,0,41,Infrastructure,0
6,61,4,Monday,3,4,8,0,71,Application,0
14,94,15,Thursday,8,5,5,1,97,Application,1
2,95,12,Wednesday,4,2,8,1,95,Application,0
6,40,15,Saturday,8,1,5,0,82,Infrastructure,0
11,56,21,Friday,3,1,5,1,86,Infrastructure,0
2,4,10,Tuesday,3,1,3,0,100,Network,0
4,31,12,Sunday,1,5,2,0,77,Infrastructure,0
7,27,5,Sunday,8,3,2,0,67,Infrastructure,0
8,58,19,Wednesday,8,0,1,1,96,Infrastructure,0
3,25,16,Sunday,9,2,3,0,80,Database,0
14,69,4,Monday,6,0,8,1,48,Network,1
13,70,16,Wednesday,12,3,6,0,64,Infrastructure,1
9,5,0,Tuesday,2,4,2,0,89,Application,0
2,91,4,Friday,1,0,7,0,65,Database,0
8,8,4,Friday,8,0,8,1,84,Database,0
8,9,6,Friday,10,2,0,0,65,Network,0
13,15,15,Saturday,4,3,11,0,100,Database,1
14,7,17,Tuesday,11,2,0,1,94,Database,0
4,96,5,Saturday,14,4,8,0,44,Network,0
1,72,1,Saturday,11,5,8,0,96,Infrastructure,0
13,15,12,Sunday,7,5,6,0,56,Network,1
1,37,9,Wednesday,14,5,2,0,65,Application,0
2,83,20,Tuesday,10,1,3,1,94,Infrastructure,0
14,39,19,Tuesday,12,5,6,0,65,Infrastructure,1
12,6,10,Sunday,4,5,8,0,92,Database,1
14,83,20,Wednesday,1,3,7,1,82,Infrastructure,1
9,57,1,Thursday,8,5,7,1,48,Database,1
13,92,7,Saturday,10,5,0,0,62,Infrastructure,0
2,81,23,Friday,14,4,5,0,91,Network,0
2,19,21,Monday,9,4,5,0,98,Database,0
6,63,18,Saturday,10,0,4,1,63,Network,0
7,31,19,Monday,9,2,10,1,80,Database,1
13,75,16,Wednesday,9,0,0,1,48,Database,0
7,79,15,Monday,12,0,2,0,49,Database,0
13,10,9,Thursday,12,1,11,0,91,Infrastructure,1
9,87,4,Tuesday,11,2,3,1,45,Infrastructure,0
6,67,13,Friday,11,1,9,1,43,Network,1
14,62,23,Monday,12,5,6,0,40,Application,1
8,3,18,Monday,4,4,4,1,45,Network,0
11,18,3,Wednesday,9,5,1,0,95,Application,0
6,25,19,Wednesday,11,1,2,1,77,Database,0
2,20,15,Sunday,4,4,0,0,68,Application,0
1,58,23,Tuesday,2,0,5,1,83,Application,0
5,93,14,Friday,10,5,7,0,42,Database,1
14,86,8,Sunday,3,1,3,1,84,Network,0
9,50,2,Sunday,2,5,1,1,63,Database,0
8,79,22,Monday,14,2,11,1,81,Database,1
14,10,8,Tuesday,1,1,3,1,48,Application,0
13,21,17,Friday,11,4,9,1,56,Database,1
4,29,3,Tuesday,6,3,3,1,82,Network,0
5,96,18,Monday,4,5,4,0,98,Application,0
13,10,23,Wednesday,7,5,2,1,77,Network,1
5,13,3,Wednesday,7,2,8,0,81,Database,0
6,47,8,Wednesday,14,4,6,1,95,Network,0
3,23,0,Thursday,10,5,8,1,89,Network,0
5,50,0,Tuesday,1,3,6,0,53,Database,0
2,87,19,Monday,12,5,11,0,75,Infrastructure,1
10,95,18,Tuesday,13,2,9,0,84,Network,0
1,4,2,Wednesday,9,3,3,1,72,Infrastructure,0
11,67,9,Saturday,8,0,4,1,59,Database,0
1,85,11,Saturday,10,0,6,0,73,Infrastructure,0
10,53,17,Tuesday,1,5,5,0,42,Infrastructure,1
7,2,13,Friday,13,1,8,0,59,Infrastructure,0
2,68,9,Saturday,8,1,2,1,42,Infrastructure,0
4,65,9,Saturday,5,1,7,0,45,Network,0
5,79,17,Tuesday,1,1,10,0,68,Network,0
7,57,23,Sunday,4,5,9,1,78,Application,1
2,97,0,Thursday,7,3,10,0,82,Infrastructure,0
14,70,14,Thursday,14,2,3,1,70,Database,0
6,7,7,Wednesday,12,2,8,0,78,Network,0
1,19,2,Monday,5,1,0,0,88,Infrastructure,0
7,44,17,Sunday,11,0,4,0,60,Database,0
9,63,8,Friday,3,4,11,0,90,Application,1
5,65,15,Sunday,12,1,3,0,83,Database,0
5,39,20,Monday,11,1,4,1,40,Database,0
4,83,14,Monday,4,5,5,0,72,Infrastructure,0
3,26,4,Friday,2,0,0,0,89,Network,0
9,44,12,Thursday,8,4,7,0,49,Database,1
5,12,21,Sunday,12,3,11,0,95,Database,0
8,22,19,Saturday,2,3,10,1,91,Application,1
9,77,6,Wednesday,14,4,2,0,65,Network,0
5,92,15,Tuesday,13,4,6,1,42,Network,1
10,14,6,Thursday,11,3,6,1,53,Network,1
9,86,21,Wednesday,6,1,8,1,47,Network,1
2,30,15,Saturday,14,1,10,1,87,Network,0
9,44,12,Thursday,7,5,10,0,89,Application,1
11,84,16,Sunday,7,0,6,1,71,Network,0
4,91,8,Friday,13,4,11,0,80,Network,1
6,38,11,Monday,1,1,7,1,75,Infrastructure,0
6,59,12,Friday,8,1,3,1,66,Application,0
6,42,8,Saturday,9,0,9,1,96,Application,0
2,52,4,Tuesday,14,4,3,1,72,Network,0
7,63,6,Friday,14,0,9,1,60,Database,1
13,61,0,Saturday,7,0,7,0,65,Infrastructure,0
6,34,3,Monday,13,3,3,0,94,Infrastructure,0
11,39,3,Thursday,8,0,3,0,53,Database,0
14,41,15,Wednesday,4,4,9,1,82,Network,1
1,37,4,Saturday,12,1,2,1,75,Network,0
2,65,21,Saturday,8,1,11,0,67,Application,0
7,79,3,Sunday,3,3,2,1,67,Network,0
1,32,5,Tuesday,13,4,10,1,60,Application,1
1,8,22,Thursday,1,1,3,1,87,Application,0
1,97,2,Saturday,13,0,11,0,98,Infrastructure,0
8,18,7,Saturday,13,2,1,0,80,Database,0
4,45,16,Wednesday,8,2,11,1,93,Database,0
4,93,17,Monday,11,2,2,0,68,Application,0
13,96,17,Friday,12,2,10,1,85,Infrastructure,1
2,33,11,Sunday,6,0,11,0,77,Database,0
11,5,0,Thursday,9,1,1,0,73,Application,0
11,82,22,Wednesday,3,3,10,0,40,Application,1
11,74,11,Wednesday,8,0,5,0,59,Database,0
1,36,10,Friday,9,1,2,1,65,Database,0
12,97,12,Thursday,9,4,1,0,90,Database,0
10,23,2,Thursday,12,1,8,0,66,Infrastructure,0
9,40,7,Sunday,14,1,7,1,62,Application,1
7,5,2,Monday,14,1,4,1,46,Network,0
4,34,16,Thursday,7,0,8,0,61,Database,0
12,24,12,Sunday,12,1,4,1,86,Infrastructure,0
6,17,9,Saturday,11,1,4,0,76,Infrastructure,0
14,95,16,Friday,10,4,10,0,74,Database,1
2,71,2,Thursday,3,4,10,0,86,Database,1
7,81,12,Monday,3,2,3,0,43,Database,0
2,92,21,Wednesday,2,5,11,1,68,Database,1
10,22,5,Saturday,1,0,2,1,76,Infrastructure,0
8,15,13,Thursday,13,1,9,0,75,Database,0
8,15,9,Friday,2,2,8,1,42,Application,1
1,25,19,Thursday,5,2,3,1,41,Application,0
13,53,15,Sunday,1,0,6,0,44,Database,0
8,21,17,Tuesday,10,5,4,0,57,Database,0
2,66,12,Monday,4,2,6,0,73,Infrastructure,0
6,91,9,Wednesday,11,2,11,0,54,Application,1
13,32,5,Tuesday,10,0,7,1,89,Application,0
1,21,9,Friday,10,3,7,0,89,Infrastructure,0
5,68,4,Thursday,1,2,9,0,79,Database,0
11,44,5,Monday,12,4,5,1,83,Network,1
7,83,6,Saturday,10,2,4,0,94,Infrastructure,0
13,66,10,Sunday,8,0,10,0,80,Infrastructure,1
10,90,15,Sunday,12,0,1,1,90,Network,0
1,98,11,Thursday,5,5,11,1,40,Application,1
2,14,11,Thursday,10,3,7,0,61,Infrastructure,0
7,15,22,Thursday,4,3,4,0,64,Application,1
6,20,19,Saturday,3,5,7,1,100,Application,0
3,34,4,Thursday,9,5,5,0,56,Infrastructure,0
14,36,15,Monday,6,4,7,1,72,Infrastructure,1
10,83,5,Saturday,12,4,0,1,91,Database,0
2,9,8,Saturday,1,2,8,0,97,Application,0
10,71,4,Tuesday,14,3,8,1,56,Infrastructure,1
4,30,20,Friday,8,4,2,0,96,Application,0
3,77,22,Saturday,10,2,4,1,77,Infrastructure,0
7,91,15,Tuesday,2,1,11,1,44,Infrastructure,1
8,63,17,Monday,13,2,6,0,98,Database,0
2,35,18,Friday,9,4,7,0,76,Database,0
10,13,11,Saturday,11,2,6,1,82,Database,1
7,79,1,Wednesday,7,1,2,0,82,Infrastructure,0
8,46,9,Tuesday,3,4,6,1,50,Database,1
6,56,11,Monday,4,2,0,0,51,Application,0
6,9,13,Monday,3,4,4,0,83,Application,0
10,87,17,Monday,6,5,8,0,73,Infrastructure,1
1,36,18,Sunday,9,5,1,0,74,Database,0
4,3,5,Friday,10,2,2,1,99,Network,0
14,98,4,Thursday,9,0,8,0,78,Infrastructure,0
1,19,15,Wednesday,1,4,2,0,91,Network,0
4,28,13,Friday,10,4,7,0,85,Infrastructure,0
2,23,12,Friday,6,5,5,0,93,Network,0
11,7,20,Saturday,1,5,6,0,55,Application,1
13,76,1,Sunday,11,4,4,0,63,Network,1
5,14,1,Tuesday,4,4,9,0,70,Database,0
10,46,11,Wednesday,7,5,11,1,53,Network,1
14,15,0,Monday,4,2,6,1,88,Network,1
9,67,18,Friday,9,3,9,0,86,Application,1
11,15,15,Wednesday,14,2,10,1,71,Database,1
12,51,6,Tuesday,10,1,9,0,82,Database,1
10,88,20,Thursday,5,0,2,1,52,Network,0
3,8,6,Wednesday,14,2,10,0,77,Infrastructure,0
8,69,15,Sunday,9,2,4,0,56,Database,0
3,62,5,Sunday,1,4,5,0,83,Database,0
6,51,17,Monday,13,1,8,1,99,Infrastructure,0
4,63,0,Sunday,12,4,3,0,99,Application,0
8,68,0,Friday,14,5,7,0,95,Application,1
11,78,13,Thursday,4,4,7,0,75,Application,1
6,16,5,Tuesday,7,3,9,0,92,Database,0
8,84,5,Monday,13,0,5,0,81,Database,0
1,24,3,Thursday,2,3,11,1,57,Infrastructure,1
6,6,11,Saturday,9,4,7,1,58,Infrastructure,0
1,57,17,Saturday,3,0,11,1,46,Infrastructure,0
1,31,9,Tuesday,4,2,4,0,94,Network,0
8,6,2,Monday,12,1,0,0,69,Application,0
7,99,2,Sunday,14,3,3,0,51,Database,0
3,79,7,Friday,4,1,10,1,50,Infrastructure,1
6,29,21,Tuesday,8,4,5,0,95,Database,0
9,67,22,Sunday,2,0,8,1,68,Network,1
7,75,0,Thursday,5,5,3,0,42,Infrastructure,0
12,3,17,Monday,2,2,5,0,73,Infrastructure,0
3,28,14,Saturday,12,0,9,1,73,Network,0
14,74,20,Saturday,6,5,10,0,70,Application,1
14,97,19,Wednesday,9,1,4,0,61,Application,0
13,48,16,Monday,12,1,8,1,41,Database,1
6,80,10,Thursday,9,2,9,1,66,Database,1
11,10,12,Thursday,14,5,5,1,86,Infrastructure,1
4,33,19,Wednesday,1,5,2,0,75,Application,0
14,67,9,Sunday,4,2,1,0,71,Database,0
13,69,12,Thursday,4,0,2,1,96,Application,0
3,12,16,Sunday,1,3,5,1,97,Database,0
9,57,20,Sunday,10,0,9,0,74,Network,0
10,44,0,Monday,2,1,7,0,56,Network,1
2,13,19,Sunday,6,0,7,0,73,Database,0
1,24,15,Saturday,10,4,11,0,65,Network,0
14,44,15,Tuesday,3,0,4,0,100,Application,0
2,57,20,Saturday,9,0,0,1,49,Database,0
7,96,2,Sunday,3,5,0,0,78,Network,0
10,16,1,Saturday,3,4,11,0,48,Database,1
1,96,5,Monday,9,1,6,1,64,Application,0
6,21,10,Sunday,3,2,1,1,59,Application,0
14,76,2,Thursday,6,0,3,0,54,Database,0
7,51,0,Wednesday,6,3,9,0,79,Database,0
9,21,10,Wednesday,1,5,4,0,88,Application,1
14,60,12,Friday,13,5,7,1,66,Database,1
8,51,4,Wednesday,13,2,9,0,50,Database,1
6,21,17,Wednesday,7,3,8,0,55,Database,0
3,6,14,Thursday,9,0,0,0,69,Infrastructure,0
8,73,17,Tuesday,9,3,8,1,61,Application,1
7,65,14,Tuesday,9,5,4,0,63,Infrastructure,0
3,76,19,Thursday,2,2,3,0,89,Infrastructure,0
9,58,19,Wednesday,1,3,9,0,63,Infrastructure,1
12,78,19,Monday,6,3,4,0,75,Network,0
2,6,6,Saturday,6,2,8,1,57,Infrastructure,0
3,65,16,Sunday,4,2,7,0,59,Database,0
2,86,7,Saturday,13,2,9,1,47,Infrastructure,0
13,34,12,Tuesday,8,5,11,1,54,Network,1
1,56,15,Thursday,5,2,4,1,52,Network,0
4,75,9,Monday,7,4,10,0,75,Infrastructure,1
5,3,13,Wednesday,9,0,9,0,100,Application,0
13,42,5,Thursday,13,5,4,0,53,Database,1
6,62,19,Tuesday,1,2,0,1,86,Database,0
5,6,21,Sunday,9,1,8,0,86,Application,0
1,6,6,Monday,13,3,2,1,63,Database,0
3,63,5,Monday,13,2,0,1,94,Network,0
1,20,16,Tuesday,4,2,4,1,76,Network,0
11,21,20,Monday,7,0,9,0,63,Database,1
5,2,23,Saturday,11,2,2,0,86,Application,0
5,90,7,Sunday,4,5,5,1,57,Database,1
12,95,11,Tuesday,4,4,6,1,71,Infrastructure,1
11,90,3,Saturday,13,1,10,1,74,Network,1
13,56,9,Thursday,14,1,3,0,59,Network,0
6,96,5,Friday,4,2,3,1,81,Infrastructure,0
8,10,6,Sunday,6,0,1,0,71,Network,0
10,87,20,Wednesday,5,5,1,0,76,Infrastructure,0
12,70,7,Thursday,2,5,6,1,76,Network,1
1,23,2,Saturday,9,2,10,0,86,Application,0
4,92,7,Wednesday,11,3,4,0,72,Network,0
10,30,14,Wednesday,6,5,4,1,40,Database,1
11,78,20,Saturday,10,5,11,0,87,Database,1
1,37,0,Saturday,6,5,1,0,67,Database,0
9,55,12,Sunday,9,1,6,0,66,Database,0
11,96,21,Tuesday,1,5,1,0,56,Application,1
7,49,17,Friday,7,3,11,0,85,Network,1
7,34,14,Sunday,3,4,4,0,54,Database,0
12,44,6,Saturday,4,1,4,0,53,Network,0
5,22,14,Wednesday,1,1,2,1,92,Application,0
7,31,2,Wednesday,3,4,1,1,70,Infrastructure,0
12,7,13,Thursday,14,3,2,0,73,Application,0
2,21,19,Friday,14,2,10,0,42,Database,0
14,16,3,Friday,14,0,4,1,95,Application,0
13,20,3,Wednesday,7,3,11,0,51,Database,1
4,43,2,Friday,14,4,5,0,65,Application,0
14,44,4,Thursday,6,5,3,0,63,Database,1
14,47,10,Tuesday,13,5,6,0,99,Infrastructure,1
7,19,7,Wednesday,1,4,1,1,97,Infrastructure,0
3,48,1,Monday,9,5,5,1,73,Network,0
2,96,15,Wednesday,4,4,8,0,47,Network,0
10,79,9,Wednesday,7,1,9,1,98,Application,1
2,69,17,Tuesday,4,2,4,0,51,Infrastructure,0
13,11,6,Saturday,7,1,3,1,48,Database,0
1,79,4,Saturday,5,1,8,0,65,Infrastructure,0
5,29,6,Monday,1,1,5,1,85,Infrastructure,0
12,45,20,Monday,4,4,11,0,97,Infrastructure,1
6,68,5,Monday,3,3,3,0,77,Infrastructure,0
6,36,23,Saturday,6,0,0,1,88,Database,0
9,48,0,Sunday,6,0,8,1,82,Infrastructure,0
4,87,10,Tuesday,1,2,9,0,98,Infrastructure,0
1,15,12,Friday,14,2,2,1,58,Application,0
6,44,11,Monday,14,4,5,1,60,Network,1
5,67,0,Friday,11,0,0,0,52,Network,0
10,96,20,Thursday,2,3,5,1,74,Network,1
6,74,14,Tuesday,13,4,2,0,42,Network,0
3,40,0,Friday,12,2,2,1,64,Database,0
2,86,2,Saturday,2,4,10,0,71,Application,0
6,14,14,Sunday,12,2,6,0,60,Application,0
13,63,8,Saturday,10,0,10,1,53,Application,1
1,81,13,Monday,14,4,8,0,70,Infrastructure,0
7,85,22,Sunday,4,1,5,0,47,Infrastructure,0
7,51,21,Monday,13,5,11,1,46,Application,1
10,79,23,Sunday,9,2,0,0,75,Database,0
13,58,7,Friday,11,1,8,1,74,Network,1
7,15,21,Saturday,2,2,4,1,58,Database,0
12,65,3,Friday,11,1,1,0,98,Application,0
11,88,19,Thursday,8,0,2,1,41,Network,0
10,55,19,Tuesday,11,0,10,1,44,Network,0
1,76,5,Saturday,12,3,4,0,83,Network,0
4,10,0,Wednesday,1,3,11,1,41,Database,1
13,42,17,Saturday,12,3,1,0,57,Application,0
7,95,5,Thursday,8,4,11,1,54,Infrastructure,1
11,11,13,Saturday,3,2,11,0,55,Network,1
9,16,10,Thursday,14,4,2,1,51,Network,0
5,73,16,Saturday,5,3,7,0,83,Network,0
13,78,8,Thursday,1,2,5,0,99,Network,0
2,19,21,Sunday,1,4,11,1,75,Network,1
7,31,6,Monday,6,0,1,0,61,Infrastructure,0
10,73,13,Friday,3,2,1,0,67,Network,0
1,53,16,Saturday,8,3,0,0,93,Network,0
7,90,7,Tuesday,4,0,6,1,79,Infrastructure,0
6,8,15,Monday,6,2,5,0,82,Database,0
7,24,11,Thursday,13,4,5,1,93,Application,0
14,8,11,Tuesday,10,5,4,1,61,Database,1
13,83,4,Monday,12,5,2,1,43,Network,1
10,48,4,Wednesday,9,3,7,0,51,Database,0
3,30,13,Saturday,14,4,2,1,60,Infrastructure,0
3,58,5,Saturday,8,0,4,0,66,Network,0
7,86,6,Thursday,4,0,7,1,62,Database,0
13,55,22,Monday,10,0,11,1,81,Application,1
2,73,20,Monday,8,2,2,1,66,Database,0
1,62,16,Thursday,7,3,4,0,80,Network,0
9,48,8,Wednesday,5,5,10,1,55,Network,1
9,4,21,Saturday,7,0,5,0,71,Network,0
7,37,12,Friday,7,4,0,0,75,Infrastructure,0
7,8,8,Wednesday,14,3,1,1,97,Network,0
3,1,15,Thursday,13,5,6,1,56,Database,0
10,92,3,Friday,10,4,8,1,93,Application,1
2,70,1,Monday,2,4,9,0,57,Database,0
11,47,12,Sunday,7,0,3,0,66,Application,0
7,75,12,Sunday,3,3,4,0,46,Network,0
9,5,18,Wednesday,8,1,11,1,93,Application,1
1,50,11,Sunday,8,2,3,0,80,Infrastructure,0
13,24,3,Wednesday,9,1,10,0,77,Infrastructure,1
14,47,9,Sunday,11,2,2,0,93,Infrastructure,0
4,18,15,Saturday,4,3,9,0,59,Infrastructure,1
6,84,23,Sunday,10,5,1,1,99,Infrastructure,0
7,28,18,Saturday,3,0,2,1,96,Application,0
10,77,7,Friday,9,3,1,1,74,Application,0
7,5,5,Monday,9,1,7,0,86,Network,0
10,30,3,Wednesday,2,4,0,0,72,Application,0
2,1,6,Friday,6,2,4,1,98,Application,0
14,86,13,Wednesday,3,2,0,1,65,Database,0
4,82,12,Sunday,5,1,4,0,63,Network,0
5,46,20,Saturday,2,0,2,0,63,Application,0
14,69,4,Monday,4,3,8,0,70,Network,1
